ds,y,
2013-01-03,8562,12328.28571
2013-01-04,11342,12231.85714
2013-01-05,10297,11950.42857
2013-01-06,25153,15889.14286
2013-01-07,13243,26504.57143
2013-01-08,9066,28429.85714
2013-01-09,8635,28666.28571
2013-01-10,7887,28425.42857
2013-01-11,9372,28184.71429
2013-01-12,37868,27665.71429
2013-01-13,99461,22926.85714
2013-01-14,26720,9834.428571
2013-01-15,10721,9231
2013-01-16,6949,8863.571429
2013-01-17,6202,8878.142857
2013-01-18,5739,8756.714286
2013-01-19,4696,8664.857143
2013-01-20,7814,8667.571429
2013-01-21,22496,8278
2013-01-22,8149,8556.571429
2013-01-23,7051,8208.714286
2013-01-24,5352,7912.142857
2013-01-25,5096,7839.571429
2013-01-26,4715,7870.571429
2013-01-27,5087,7935
2013-01-28,24446,9330.714286
2013-01-29,5714,9068.571429
2013-01-30,4975,9269
2013-01-31,4844,9280.285714
2013-02-01,5313,9213.142857
2013-02-02,5166,8974.714286
2013-02-03,14857,8704
2013-02-04,22611,7024.285714
2013-02-05,7117,4258.428571
2013-02-06,5054,3683.428571
2013-02-07,4374,3376.857143
2013-02-08,3644,3115.857143
2013-02-09,3271,2978.142857
2013-02-10,3099,2865.714286
2013-02-11,3250,2779.714286
2013-02-12,3092,2727.571429
2013-02-13,2908,2714.571429
2013-02-14,2547,2688.857143
2013-02-15,2680,2692.142857
2013-02-16,2484,2684
2013-02-17,2497,2662
2013-02-18,2885,2615.428571
2013-02-19,3001,2567.571429
2013-02-20,2728,2654.571429
2013-02-21,2570,2681.571429
2013-02-22,2623,2708.857143
2013-02-23,2330,2708.571429
2013-02-24,2171,2705.285714
2013-02-25,2550,2736.428571
2013-02-26,3610,2733.285714
2013-02-27,2917,2579.857143
2013-02-28,2761,2528.285714
2013-03-01,2621,2527.142857
2013-03-02,2307,2487
2013-03-03,2389,2439
2013-03-04,2528,2359.857143
2013-03-05,2536,2333
2013-03-06,2556,2320.571429
2013-03-07,2753,2416.285714
2013-03-08,2340,2646.142857
2013-03-09,1971,2766
2013-03-10,1835,2852
2013-03-11,2340,2976.714286
2013-03-12,2449,3007
2013-03-13,3226,3038.428571
2013-03-14,4362,3111.142857
2013-03-15,3179,3219.285714
2013-03-16,2573,3199.285714
2013-03-17,2708,3191.428571
2013-03-18,2552,3461.285714
2013-03-19,2669,3565.571429
2013-03-20,3735,3556.857143
2013-03-21,5119,3364.714286
2013-03-22,3039,2973
2013-03-23,2518,2878.142857
2013-03-24,4597,2856.142857
2013-03-25,3282,2452.857143
2013-03-26,2608,2313.571429
2013-03-27,2390,2225.428571
2013-03-28,2377,2193.428571
2013-03-29,2375,2122.285714
2013-03-30,2364,2028.714286
2013-03-31,1774,1935
2013-04-01,2307,1952.714286
2013-04-02,1991,1920.428571
2013-04-03,2166,1944.142857
2013-04-04,1879,1911
2013-04-05,1720,2102.428571
2013-04-06,1708,2172.571429
2013-04-07,1898,2155
2013-04-08,2081,2109.857143
2013-04-09,2157,2067.428571
2013-04-10,1934,2037.428571
2013-04-11,3219,2037.857143
2013-04-12,2211,1875
2013-04-13,1585,1926.857143
2013-04-14,1582,1914.428571
2013-04-15,1784,1956.285714
2013-04-16,1947,2011.428571
2013-04-17,1937,2059
2013-04-18,2079,2213.285714
2013-04-19,2574,2333.857143
2013-04-20,1498,2471.571429
2013-04-21,1875,2674.142857
2013-04-22,2170,2753.142857
2013-04-23,2280,3020.428571
2013-04-24,3017,3145.285714
2013-04-25,2923,3055.285714
2013-04-26,3538,3173.142857
2013-04-27,2916,3053.285714
2013-04-28,2428,2885.285714
2013-04-29,4041,2809.714286
2013-04-30,3154,2587
2013-05-01,2387,2459
2013-05-02,3748,2438.428571
2013-05-03,2699,2226.857143
2013-05-04,1740,2121.571429
2013-05-05,1899,2077.285714
2013-05-06,2482,2017.714286
2013-05-07,2258,1914.857143
2013-05-08,2243,1874.571429
2013-05-09,2267,1842.714286
2013-05-10,1962,1818.285714
2013-05-11,1430,1824
2013-05-12,1482,1821.714286
2013-05-13,1762,1797.571429
2013-05-14,1976,1774.285714
2013-05-15,2020,1770.428571
2013-05-16,2096,1742
2013-05-17,2002,1724
2013-05-18,1414,1673.428571
2013-05-19,1313,1633
2013-05-20,1599,1627.571429
2013-05-21,1949,1601.142857
2013-05-22,1821,1568.571429
2013-05-23,1970,1580.285714
2013-05-24,1648,1588.142857
2013-05-25,1131,1592.857143
2013-05-26,1275,1653.714286
2013-05-27,1414,1680.571429
2013-05-28,1721,1720.571429
2013-05-29,1903,1742.857143
2013-05-30,2025,1693.857143
2013-05-31,1681,1612.285714
2013-06-01,1557,1584.285714
2013-06-02,1463,1572
2013-06-03,1694,1560.142857
2013-06-04,1877,1596.571429
2013-06-05,1560,1743.428571
2013-06-06,1454,1810.571429
2013-06-07,1485,1854.571429
2013-06-08,1471,1861.285714
2013-06-09,1380,1866.714286
2013-06-10,1949,1904.428571
2013-06-11,2905,1865.571429
2013-06-12,2030,1701.285714
2013-06-13,1762,1637.571429
2013-06-14,1532,1594
2013-06-15,1509,1592.142857
2013-06-16,1644,1586.142857
2013-06-17,1677,1541
2013-06-18,1755,1510.714286
2013-06-19,1584,1478.428571
2013-06-20,1457,1484.857143
2013-06-21,1519,1553
2013-06-22,1467,1627.571429
2013-06-23,1328,1623
2013-06-24,1465,1638.428571
2013-06-25,1529,1642.285714
2013-06-26,1629,1631.428571
2013-06-27,1934,1614.714286
2013-06-28,2041,1599.857143
2013-06-29,1435,1566.714286
2013-06-30,1436,1537.142857
2013-07-01,1492,1512.571429
2013-07-02,1453,1516
2013-07-03,1512,1549
2013-07-04,1830,1598.857143
2013-07-05,1809,1575.857143
2013-07-06,1228,1568.857143
2013-07-07,1264,1613
2013-07-08,1516,1655.714286
2013-07-09,1684,1719.714286
2013-07-10,1861,1772.142857
2013-07-11,1669,1841.142857
2013-07-12,1760,2004
2013-07-13,1537,2035.428571
2013-07-14,1563,2053.857143
2013-07-15,1964,2067
2013-07-16,2051,2071.285714
2013-07-17,2344,1887.142857
2013-07-18,2809,1851.571429
2013-07-19,1980,1808.714286
2013-07-20,1666,1821.142857
2013-07-21,1655,2306.857143
2013-07-22,1994,2793.571429
2013-07-24,762,2875.714286
2013-07-25,2095,3114
2013-07-26,2509,3095.142857
2013-07-27,2067,2979.714286
2013-07-28,5066,2981.142857
2013-07-29,5062,2522.857143
2013-07-30,2569,2123.142857
2013-07-31,2430,2146.714286
2013-08-01,1963,2623.142857
2013-08-02,1701,2915.142857
2013-08-03,2077,3158.285714
2013-08-04,1858,3256.857143
2013-08-05,2264,3350.142857
2013-08-06,2734,3391.142857
2013-08-07,5765,3341.285714
2013-08-08,4007,2855
2013-08-09,3403,2627.714286
2013-08-10,2767,2455.142857
2013-08-11,2511,2380.285714
2013-08-12,2551,2517.714286
2013-08-13,2385,2701.714286
2013-08-14,2361,2762.571429
2013-08-15,2416,2777.285714
2013-08-16,2195,2787.571429
2013-08-17,2243,2827
2013-08-18,3473,2776.857143
2013-08-19,3839,2965
2013-08-20,2811,2762.428571
2013-08-21,2464,2666.428571
2013-08-22,2488,2665
2013-08-23,2471,2721.714286
2013-08-24,1892,2792.142857
2013-08-25,4790,2873.857143
2013-08-26,2421,3049.857143
2013-08-27,2139,3116.142857
2013-08-28,2454,3279.428571
2013-08-29,2885,3371.142857
2013-08-30,2964,3719.714286
2013-08-31,2464,10821
2013-09-01,6022,11872.28571
2013-09-02,2885,12357.85714
2013-09-03,3282,14582.42857
2013-09-04,3096,15032.28571
2013-09-05,5325,15298.14286
2013-09-06,52673,15420.85714
2013-09-07,9823,8966.285714
2013-09-08,9421,8286.428571
2013-09-09,18457,11710.42857
2013-09-10,6431,13481.28571
2013-09-11,4957,13902.71429
2013-09-12,6184,13902.85714
2013-09-13,7491,13646
2013-09-14,5064,13186.85714
2013-09-15,33389,12948.28571
2013-09-16,30853,9063.857143
2013-09-17,9381,5545.142857
2013-09-18,4958,11347.28571
2013-09-19,4386,16721.57143
2013-09-20,4277,18801.85714
2013-09-21,3394,19226
2013-09-22,6198,19818
2013-09-23,6222,21188.85714
2013-09-24,49996,24005.57143
2013-09-25,42578,18486.28571
2013-09-26,18948,13785.71429
2013-09-27,7246,12104.57143
2013-09-28,7538,11829
2013-09-29,15794,11635.85714
2013-09-30,25939,12382.71429
2013-10-01,11361,12672.28571
2013-10-02,9674,12467.57143
2013-10-03,7180,11984.57143
2013-10-04,5317,11883.71429
2013-10-05,6186,12552
2013-10-06,21022,12390.42857
2013-10-07,27966,10613.57143
2013-10-08,9928,8385.428571
2013-10-09,6293,8159
2013-10-10,6474,8536.428571
2013-10-11,9995,9423.571429
2013-10-12,5055,9291.142857
2013-10-13,8584,9519.285714
2013-10-14,12369,9718.857143
2013-10-15,8343,16917.71429
2013-10-16,8935,17332.14286
2013-10-17,12684,16895.28571
2013-10-18,9068,15841.28571
2013-10-19,6652,15204.42857
2013-10-20,9981,14769.14286
2013-10-21,62761,14573
2013-10-22,11244,7124
2013-10-23,5877,6221
2013-10-24,5306,5895
2013-10-25,4610,5605.714286
2013-10-26,3605,5391.857143
2013-10-27,8608,5283
2013-10-28,10618,4688
2013-10-29,4923,4110.428571
2013-10-30,3595,3983.714286
2013-10-31,3281,3949.857143
2013-11-01,3113,4017.285714
2013-11-02,2843,4071.142857
2013-11-03,4443,4024
2013-11-04,6575,4145.285714
2013-11-05,4036,5339.285714
2013-11-06,3358,5835.428571
2013-11-07,3753,5969.428571
2013-11-08,3490,6015
2013-11-09,2513,6317.142857
2013-11-10,5292,6628.571429
2013-11-11,14933,6926.142857
2013-11-12,7509,12284.71429
2013-11-13,4296,12563.85714
2013-11-14,4072,12611
2013-11-15,5605,12692.85714
2013-11-16,4693,12647.14286
2013-11-17,7375,12594.71429
2013-11-18,52443,12430.14286
2013-11-19,9463,9578.857143
2013-11-20,4626,9092.142857
2013-11-21,4645,8949
2013-11-22,5285,8816.857143
2013-11-23,4326,8622.571429
2013-11-24,6223,8509.285714
2013-11-25,32484,8589.428571
2013-11-26,6056,6539.142857
2013-11-27,3624,7382.142857
2013-11-28,3720,8000.571429
2013-11-29,3925,8229.142857
2013-11-30,3533,8362
2013-12-01,6784,8733.857143
2013-12-02,18132,8831.428571
2013-12-03,11957,8462.142857
2013-12-04,7953,7765.142857
2013-12-05,5320,7337.714286
2013-12-06,4855,7378.714286
2013-12-07,6136,8102.857143
2013-12-08,7467,8277.714286
2013-12-09,15547,8399.714286
2013-12-10,7078,7646.857143
2013-12-11,4961,7678
2013-12-12,5607,7779.285714
2013-12-13,9924,7463.142857
2013-12-14,7360,6615.571429
2013-12-15,8321,6033.857143
2013-12-16,10277,6789.857143
2013-12-17,7296,8182.285714
2013-12-18,5670,8227.285714
2013-12-19,3394,8177
2013-12-20,3991,8563.428571
2013-12-21,3288,8687.714286
2013-12-22,13613,8924.142857
2013-12-23,20024,8542.142857
2013-12-24,7611,9323.428571
2013-12-25,5318,9618
2013-12-26,6099,9840.428571
2013-12-27,4861,9948.571429
2013-12-28,4943,10326
2013-12-29,10939,10660.28571
2013-12-30,25493,9875.571429
2013-12-31,9673,7381.428571
2014-01-01,6875,6953.857143
2014-01-02,6856,6972.142857
2014-01-03,7503,7073.142857
2014-01-04,7283,7000.428571
2014-01-05,5446,12254.28571
2014-01-07,8034,23109.85714
2014-01-08,6680,24636.71429
2014-01-09,7003,25802.42857
2014-01-10,7563,27241.28571
2014-01-11,6994,28435.85714
2014-01-12,44060,29224.57143
2014-01-13,81435,37083.71429
2014-01-14,18722,48167.14286
2014-01-15,14840,50906.14286
2014-01-16,17075,51946.28571
2014-01-17,15925,51915.85714
2014-01-18,12515,52394.14286
2014-01-19,99074,52283.71429
2014-01-20,159019,40020.85714
2014-01-21,37895,20920.28571
2014-01-22,22121,18652.85714
2014-01-23,16862,18744
2014-01-24,19273,20938.14286
2014-01-25,11742,23134.85714
2014-01-26,13234,25458.14286
2014-01-27,25315,41866.71429
2014-01-28,22023,92472
2014-01-29,22759,96100.71429
2014-01-30,32221,95544.85714
2014-01-31,34650,92489.42857
2014-02-01,28005,88823
2014-02-02,128094,85766
2014-02-03,379552,68261.14286
2014-02-04,47424,14686.42857
2014-02-05,18868,8492.714286
2014-02-06,10833,6336.571429
2014-02-07,8985,5274.571429
2014-02-08,6606,4387.142857
2014-02-09,5560,3778.142857
2014-02-10,4529,3307.857143
2014-02-11,4068,3022
2014-02-12,3775,2820.142857
2014-02-13,3399,2671.857143
2014-02-14,2773,2581.571429
2014-02-15,2343,2518.142857
2014-02-16,2268,2444
2014-02-17,2528,2393.571429
2014-02-18,2655,2382
2014-02-19,2737,2313.142857
2014-02-20,2767,2341.428571
2014-02-21,2329,2313.285714
2014-02-22,1824,2291.285714
2014-02-23,1915,2250.285714
2014-02-24,2447,2211.285714
2014-02-25,2173,2234.857143
2014-02-26,2935,2309.142857
2014-02-27,2570,2170.857143
2014-02-28,2175,2123.714286
2014-03-01,1537,2194.285714
2014-03-02,1642,2191.714286
2014-03-03,2612,2212.571429
2014-03-04,2693,2112
2014-03-05,1967,2033.428571
2014-03-06,2240,2173.285714
2014-03-07,2669,2281
2014-03-08,1519,2200.142857
2014-03-09,1788,2238
2014-03-10,1908,2228.142857
2014-03-11,2143,2239.714286
2014-03-12,2946,2221.857143
2014-03-13,2994,2072
2014-03-14,2103,1934.857143
2014-03-15,1784,1918.571429
2014-03-16,1719,1885.285714
2014-03-17,1989,1873.714286
2014-03-18,2018,2057
2014-03-19,1897,2163.285714
2014-03-20,2034,2204.857143
2014-03-21,1989,2574.857143
2014-03-22,1551,2633.285714
2014-03-23,1638,2625
2014-03-24,3272,2594.571429
2014-03-25,2762,2369.714286
2014-03-26,2188,2244
2014-03-27,4624,2212.714286
2014-03-28,2398,1840.142857
2014-03-29,1493,1746.857143
2014-03-30,1425,1716.857143
2014-03-31,1698,1768.428571
2014-04-01,1882,1771.285714
2014-04-02,1969,1753.142857
2014-04-03,2016,1714.142857
2014-04-04,1745,1690.142857
2014-04-05,1283,1677
2014-04-06,1786,1676.857143
2014-04-07,1718,1601.571429
2014-04-08,1755,1581.285714
2014-04-09,1696,1593.285714
2014-04-10,1848,1641.428571
2014-04-11,1653,1634.571429
2014-04-12,1282,1630.285714
2014-04-13,1259,1633.714286
2014-04-14,1576,1920.428571
2014-04-15,1839,1957.571429
2014-04-16,2033,2059.857143
2014-04-17,1800,2082.142857
2014-04-18,1623,2186
2014-04-19,1306,2262.571429
2014-04-20,3266,2276.857143
2014-04-21,1836,2044.571429
2014-04-22,2555,2096
2014-04-23,2189,2088.857143
2014-04-24,2527,2065
2014-04-25,2159,1965.857143
2014-04-26,1406,1965.428571
2014-04-27,1640,1963.857143
2014-04-28,2196,2031.285714
2014-04-29,2505,2207.142857
2014-04-30,2022,2468.857143
2014-05-01,1833,2566
2014-05-02,2156,2740.285714
2014-05-03,1395,3334
2014-05-04,2112,3596.857143
2014-05-05,3427,3612
2014-05-06,4337,3495.714286
2014-05-07,2702,3231.714286
2014-05-08,3053,3181
2014-05-09,6312,3050.142857
2014-05-10,3235,2443.857143
2014-05-11,2218,2204.285714
2014-05-12,2613,2169.857143
2014-05-13,2489,2185.857143
2014-05-14,2347,2198.571429
2014-05-15,2137,2162.428571
2014-05-16,2068,2113.285714
2014-05-17,1558,2082.285714
2014-05-18,1977,2022
2014-05-19,2725,1906.857143
2014-05-20,2578,1714.714286
2014-05-21,2094,1606.857143
2014-05-22,1793,1889.285714
2014-05-23,1851,2065
2014-05-24,1136,2058.142857
2014-05-25,1171,2255.714286
2014-05-26,1380,2270.714286
2014-05-27,1823,2309.857143
2014-05-28,4071,2343.857143
2014-05-29,3023,2014.428571
2014-05-30,1803,1864.714286
2014-05-31,2519,1807.571429
2014-06-01,1276,1621.428571
2014-06-02,1654,1613
2014-06-03,2061,1566.714286
2014-06-04,1765,1506.285714
2014-06-05,1975,1497.285714
2014-06-06,1403,1533.142857
2014-06-07,1216,1555.142857
2014-06-08,1217,1597.714286
2014-06-09,1330,1632.285714
2014-06-10,1638,1668.571429
2014-06-11,1702,1639.285714
2014-06-12,2226,1592.285714
2014-06-13,1557,1470
2014-06-14,1514,1470.285714
2014-06-15,1459,1406.857143
2014-06-16,1584,1362
2014-06-17,1433,1389.142857
2014-06-18,1373,1376.428571
2014-06-19,1370,1376.285714
2014-06-20,1559,1356
2014-06-21,1070,1302.857143
2014-06-22,1145,1289.714286
2014-06-23,1774,1264.285714
2014-06-24,1344,1333.714286
2014-06-25,1372,1399.142857
2014-06-26,1228,1399.142857
2014-06-27,1187,1429.428571
2014-06-28,978,1429.428571
2014-06-29,967,1425.142857
2014-06-30,2260,1433.142857
2014-07-01,1802,1293.428571
2014-07-02,1372,1250.571429
2014-07-03,1440,1251.142857
2014-07-04,1187,1347.571429
2014-07-05,948,1446.857143
2014-07-06,1023,1504.714286
2014-07-07,1282,1559.714286
2014-07-08,1502,1586.857143
2014-07-09,1376,1635.571429
2014-07-10,2115,1678
2014-07-11,1882,1908.428571
2014-07-12,1353,1896
2014-07-13,1408,1898.857143
2014-07-14,1472,1900.142857
2014-07-15,1843,1935.285714
2014-07-16,1673,1973.714286
2014-07-17,3728,2041.285714
2014-07-18,1795,1903.428571
2014-07-19,1373,1996
2014-07-20,1417,2047.142857
2014-07-21,1718,2069.857143
2014-07-22,2112,2351.428571
2014-07-23,2146,2589.142857
2014-07-24,2763,2676.285714
2014-07-25,2443,2611.571429
2014-07-26,1731,2541.857143
2014-07-27,1576,2570.714286
2014-07-28,3689,2648.142857
2014-07-29,3776,2679.428571
2014-07-30,2756,2489.714286
2014-07-31,2310,2388
2014-08-01,1955,2373.571429
2014-08-02,1933,2545.857143
2014-08-03,2118,2567.142857
2014-08-04,3908,2626.142857
2014-08-05,2448,2686.571429
2014-08-06,2044,3120.142857
2014-08-07,2209,3336.571429
2014-08-08,3161,3462.857143
2014-08-09,2082,3417.714286
2014-08-10,2531,3463.714286
2014-08-11,4331,3560.571429
2014-08-12,5483,3505.571429
2014-08-13,3559,3242
2014-08-14,3093,3159.571429
2014-08-15,2845,3098.142857
2014-08-16,2404,3053.571429
2014-08-17,3209,3127.428571
2014-08-18,3946,3384.142857
2014-08-19,3638,3428.571429
2014-08-20,2982,3306.857143
2014-08-21,2663,3242.571429
2014-08-22,2533,3590.857143
2014-08-23,2921,3666.285714
2014-08-24,5006,3663.428571
2014-08-25,4257,3567.571429
2014-08-26,2786,3508
2014-08-27,2532,3775.142857
2014-08-29,5101,4110.428571
2014-08-30,3061,4367.285714
2014-08-31,2901,4389.428571
2014-09-01,4335,4876.714286
2014-09-02,3840,10609.28571
2014-09-03,4656,13401.85714
2014-09-04,4879,13678
2014-09-05,6899,13851
2014-09-06,3216,14090
2014-09-07,6312,14423.42857
2014-09-08,44463,16549.28571
2014-09-09,23388,12548.57143
2014-09-10,6589,10616.28571
2014-09-11,6090,10462.14286
2014-09-12,8572,10628.14286
2014-09-13,5550,10580.14286
2014-09-14,21193,10307
2014-09-15,16458,8640.857143
2014-09-16,9862,8414.857143
2014-09-17,5510,7669.142857
2014-09-18,7252,7380.428571
2014-09-19,8236,6856.571429
2014-09-20,3638,6665.428571
2014-09-21,9530,6672.571429
2014-09-22,14876,5907.142857
2014-09-23,4642,4550.571429
2014-09-24,3489,4746.142857
2014-09-25,3585,4803.571429
2014-09-26,6898,4851.857143
2014-09-27,3688,4480.714286
2014-09-28,4172,4395
2014-09-29,5380,5258.142857
2014-09-30,6011,7527
2014-10-01,3891,7660.142857
2014-10-02,3923,7939
2014-10-03,4300,8014.285714
2014-10-04,3088,8160.857143
2014-10-05,10214,8154.428571
2014-10-06,21262,7984.285714
2014-10-07,6943,6741.285714
2014-10-08,5843,6452.428571
2014-10-09,4450,6200.285714
2014-10-10,5326,6154.285714
2014-10-11,3043,6079.142857
2014-10-12,9023,6165.142857
2014-10-13,12561,5734.142857
2014-10-14,4921,15194.57143
2014-10-15,4078,16616.85714
2014-10-16,4128,17059.57143
2014-10-17,4800,17385.85714
2014-10-18,3645,19425.85714
2014-10-19,6006,19562.57143
2014-10-20,78784,19655.57143
2014-10-21,14877,10096.42857
2014-10-22,7177,8882
2014-10-23,6412,8598.571429
2014-10-24,19080,8363.142857
2014-10-25,4602,6361.857143
2014-10-26,6657,6150.142857
2014-10-27,11870,6466
2014-10-28,6376,6593.285714
2014-10-29,5193,6910.428571
2014-10-30,4764,6720.571429
2014-10-31,5071,6554.714286
2014-11-01,3120,6348
2014-11-02,8868,6215.857143
2014-11-03,12761,5518.142857
2014-11-04,8596,4891.428571
2014-11-05,3864,4287.857143
2014-11-06,3603,4265.428571
2014-11-07,3624,4233.142857
2014-11-08,2195,4161.714286
2014-11-09,3984,4126
2014-11-10,8374,4191.285714
2014-11-11,4371,3862.428571
2014-11-12,3707,3785.428571
2014-11-13,3377,3678.428571
2014-11-14,3124,3624.142857
2014-11-15,1945,3639.571429
2014-11-16,4441,3627.428571
2014-11-17,6072,3514.428571
2014-11-18,3832,3894
2014-11-19,2958,3874.428571
2014-11-20,2997,3864.285714
2014-11-21,3232,3920.285714
2014-11-22,1860,3865.142857
2014-11-23,3650,3904.571429
2014-11-24,8729,3794.571429
2014-11-25,3695,3882
2014-11-26,2887,3921.571429
2014-11-27,3389,4074.428571
2014-11-28,2846,4165.714286
2014-11-29,2136,4386.857143
2014-11-30,2880,4400.285714
2014-12-01,9341,4464.714286
2014-12-02,3972,4027.857143
2014-12-03,3957,4090.285714
2014-12-04,4028,4005
2014-12-05,4394,3968.714286
2014-12-06,2230,3814.857143
2014-12-07,3331,3815.571429
2014-12-08,6283,3991.285714
2014-12-09,4409,4089.428571
2014-12-10,3360,4156.857143
2014-12-11,3774,4183.714286
2014-12-12,3317,4116.285714
2014-12-13,2235,4003
2014-12-14,4561,3948
2014-12-15,6970,3685.714286
2014-12-16,4881,3303.714286
2014-12-17,3548,3836.285714
2014-12-18,3302,3838.857143
2014-12-19,2524,3800
2014-12-20,1850,3911.571429
2014-12-21,2725,4001
2014-12-22,4296,4239.428571
2014-12-23,8609,4525.571429
2014-12-24,3566,3878
2014-12-25,3030,3763
2014-12-26,3305,3695.428571
2014-12-27,2476,3799.285714
2014-12-28,4394,4104.285714
2014-12-29,6299,4560.857143
2014-12-30,4076,4696.571429
2014-12-31,2761,4941.714286
2015-01-01,2557,5249.428571
2015-01-02,4032,5531.142857
2015-01-03,4611,5638
2015-01-04,7590,5558.285714
2015-01-05,7249,7283.285714
2015-01-06,5792,12552.57143
2015-01-07,4915,14200.85714
2015-01-08,4529,14791
2015-01-09,4780,15091.28571
2015-01-10,4053,15340.28571
2015-01-11,19665,15415.85714
2015-01-12,44134,13632
2015-01-13,17330,9800.857143
2015-01-14,9046,8428.571429
2015-01-15,6631,7961.142857
2015-01-16,6523,7778.142857
2015-01-17,4582,7479.428571
2015-01-18,7178,7219.428571
2015-01-19,17316,6657.857143
2015-01-20,7724,4793.857143
2015-01-21,5774,4267.285714
2015-01-22,5350,4004.714286
2015-01-23,4432,3853
2015-01-24,2762,3994.428571
2015-01-25,3247,4061.714286
2015-01-26,4268,4796
2015-01-27,4038,8363.142857
2015-01-28,3936,9307.571429
2015-01-29,4288,9615
2015-01-30,5422,9540.285714
2015-01-31,3233,9145
2015-02-01,8387,9036.285714
2015-02-02,29238,8235.714286
2015-02-03,10649,4703.428571
2015-02-04,6088,3680.142857
2015-02-06,3765,3179.571429
2015-02-07,2655,3030.857143
2015-02-08,2472,3003.428571
2015-02-09,2783,2910.571429
2015-02-10,4512,3035.142857
2015-02-11,3486,2746.857143
2015-02-12,2584,2598.857143
2015-02-13,2724,2565
2015-02-14,2463,2492.428571
2015-02-15,1822,2593.285714
2015-02-16,3655,2555.428571
2015-02-17,2494,2287.428571
2015-02-18,2450,2200.142857
2015-02-19,2347,2164.571429
2015-02-20,2216,2088.571429
2015-02-21,3169,2005.285714
2015-02-22,1557,1716
2015-02-23,1779,1658.714286
2015-02-24,1883,1629.714286
2015-02-25,2201,1652.857143
2015-02-26,1815,1685.428571
2015-02-27,1633,2078.714286
2015-02-28,1144,2237.285714
2015-03-01,1156,2272.285714
2015-03-02,1576,2299.714286
2015-03-03,2045,2347.857143
2015-03-04,2429,2336.285714
2015-03-05,4568,2299.428571
2015-03-06,2743,1934.285714
2015-03-07,1389,1859
2015-03-08,1348,1842.857143
2015-03-09,1913,1813.428571
2015-03-10,1964,1760
2015-03-11,2171,1733.714286
2015-03-12,2012,1646.285714
2015-03-13,2216,1598.142857
2015-03-14,1276,1491.285714
2015-03-15,1142,1439.428571
2015-03-16,1539,1419.571429
2015-03-17,1780,1415.714286
2015-03-18,1559,1583.714286
2015-03-19,1675,1680.571429
2015-03-20,1468,1649.142857
2015-03-21,913,1652.142857
2015-03-22,1003,1664.285714
2015-03-23,1512,1896.142857
2015-03-24,2956,1850.857143
2015-03-25,2237,1634
2015-03-26,1455,1508.428571
2015-03-27,1489,1485.571429
2015-03-28,998,1466.714286
2015-03-29,2626,1456.285714
2015-03-30,1195,1209.571429
2015-03-31,1438,1222.285714
2015-04-01,1358,1180.857143
2015-04-02,1295,1158.571429
2015-04-03,1357,1171.571429
2015-04-04,925,1185
2015-04-05,899,1168.571429
2015-04-06,1284,1201.285714
2015-04-07,1148,1204.428571
2015-04-08,1202,1236.285714
2015-04-09,1386,1284
2015-04-10,1451,1311
2015-04-11,810,1307.571429
2015-04-12,1128,1321.571429
2015-04-13,1306,1375.857143
2015-04-14,1371,1486.428571
2015-04-15,1536,1525.571429
2015-04-16,1575,1583.857143
2015-04-17,1427,1613.428571
2015-04-18,908,1628.142857
2015-04-19,1508,1690.857143
2015-04-20,2080,1647
2015-04-21,1645,1567
2015-04-22,1944,1555.571429
2015-04-23,1782,1526.857143
2015-04-24,1530,1548.571429
2015-04-25,1347,1661.571429
2015-04-26,1201,1650.142857
2015-04-27,1520,1620.285714
2015-04-28,1565,1621.285714
2015-04-29,1743,1593.142857
2015-04-30,1934,1671.714286
2015-05-01,2321,1620.714286
2015-05-02,1267,1498.714286
2015-05-03,992,1480.571429
2015-05-04,1527,1485.285714
2015-05-05,1368,1479.857143
2015-05-06,2293,1595.571429
2015-05-07,1577,1521
2015-05-08,1467,1500.857143
2015-05-09,1140,1504.714286
2015-05-10,1025,1462.714286
2015-05-11,1489,1445.285714
2015-05-12,2178,1413.285714
2015-05-13,1771,1291
2015-05-14,1436,1218.285714
2015-05-15,1494,1925.142857
2015-05-16,846,2274.857143
2015-05-17,903,2396.571429
2015-05-18,1265,2451.428571
2015-05-19,1322,2434
2015-05-20,1262,2431.714286
2015-05-21,6384,2488.142857
2015-05-22,3942,1778.571429
2015-05-23,1698,1423.714286
2015-05-24,1287,1300.285714
2015-05-25,1143,1262.857143
2015-05-26,1306,1268.285714
2015-05-27,1657,1273.571429
2015-05-28,1417,1221.571429
2015-05-29,1458,1186.714286
2015-05-30,834,1121.142857
2015-05-31,1025,1115.428571
2015-06-01,1181,1065.714286
2015-06-02,1343,1060.571429
2015-06-03,1293,1032.285714
2015-06-04,1173,991.8571429
2015-06-05,999,990.2857143
2015-06-06,794,983.1428571
2015-06-07,677,979.4285714
2015-06-08,1145,980.1428571
2015-06-09,1145,957
2015-06-10,1010,939
2015-06-11,1162,952.1428571
2015-06-12,949,924.1428571
2015-06-13,768,929
2015-06-14,682,909
2015-06-15,983,944.4285714
2015-06-16,1019,1009.714286
2015-06-17,1102,1033.428571
2015-06-18,966,1097
2015-06-19,983,1168.714286
2015-06-20,628,1233.857143
2015-06-21,930,1391
2015-06-22,1440,1373.285714
2015-06-23,1185,1318.571429
2015-06-24,1547,1308.571429
2015-06-25,1468,1214.714286
2015-06-26,1439,1135.857143
2015-06-27,1728,1037.285714
2015-06-28,806,883
